신규분류요약,판매,판매명,생산,생산명,분리,분리명,사출,사출명
1-Day_Color_Sph,T1411,ANW D_Hazel Beige_Dopewink 38%,P1411,ANW D_Hazel Beige_Dopewink 38%,Q1411,ANW D_Hazel Beige_Dopewink 38%,R1411,ANW D_Hazel Beige_Dopewink 38%
1-Day_Color_Sph,T1412,ANW D_Style Gray_Dopewink 38%,P1412,ANW D_Style Gray_Dopewink 38%,Q1412,ANW D_Style Gray_Dopewink 38%,R1412,ANW D_Style Gray_Dopewink 38%
1-Day_Color_Sph,T1413,ANW D_Amber Brown_Dopewink 38%,P1413,ANW D_Amber Brown_Dopewink 38%,Q1413,ANW D_Amber Brown_Dopewink 38%,R1413,ANW D_Amber Brown_Dopewink 38%
1-Day_Color_Sph,T1414,ANW D_Spicy Gray_Dopewink 38%,P1414,ANW D_Spicy Gray_Dopewink 38%,Q1414,ANW D_Spicy Gray_Dopewink 38%,R1414,ANW D_Spicy Gray_Dopewink 38%
1-Day_Color_Sph,T1415,ANW D_Dear Brown_Dopewink 38%,P1415,ANW D_Dear Brown_Dopewink 38%,Q1415,ANW D_Dear Brown_Dopewink 38%,R1415,ANW D_Dear Brown_Dopewink 38%
1-Day_Color_Sph,T1416,ANW D_Sunny Hazel_Dopewink 38%,P1416,ANW D_Sunny Hazel_Dopewink 38%,Q1416,ANW D_Sunny Hazel_Dopewink 38%,R1416,ANW D_Sunny Hazel_Dopewink 38%
1-Day_Color_Sph,T1417,ANW D_Acid Hazel_Dopewink 38%,P1417,ANW D_Acid Hazel_Dopewink 38%,Q1417,ANW D_Acid Hazel_Dopewink 38%,R1417,ANW D_Acid Hazel_Dopewink 38%
1-Day_Color_Sph,T1418,ANW D_Art Gray_Dopewink 38%,P1418,ANW D_Art Gray_Dopewink 38%,Q1418,ANW D_Art Gray_Dopewink 38%,R1418,ANW D_Art Gray_Dopewink 38%
1-Day_Color_Sph,T1419,ANW D_Pink Opal_Dopewink 38%,P1419,ANW D_Pink Opal_Dopewink 38%,Q1419,ANW D_Pink Opal_Dopewink 38%,R1419,ANW D_Pink Opal_Dopewink 38%
1-Day_Color_Sph,T1420,ANW D_Indigo Ash_Dopewink 38%,P1420,ANW D_Indigo Ash_Dopewink 38%,Q1420,ANW D_Indigo Ash_Dopewink 38%,R1420,ANW D_Indigo Ash_Dopewink 38%
1-Day_Color_Sph,T1421,ANW D_Dusk Beige_Dopewink 38%,P1421,ANW D_Dusk Beige_Dopewink 38%,Q1421,ANW D_Dusk Beige_Dopewink 38%,R1421,ANW D_Dusk Beige_Dopewink 38%
1-Day_Color_Sph,T1422,ANW D_Vesta Beige_Dopewink 38%,P1422,ANW D_Vesta Beige_Dopewink 38%,Q1422,ANW D_Vesta Beige_Dopewink 38%,R1422,ANW D_Vesta Beige_Dopewink 38%
1-Day_Color_Sph,T1423,ANW D_Through Beige_Dopewink 38%,P1423,ANW D_Through Beige_Dopewink 38%,Q1423,ANW D_Through Beige_Dopewink 38%,R1423,ANW D_Through Beige_Dopewink 38%
1-Day_Color_Sph,T1424,ANW D_Kristin RED BROWN_38%,P1424,ANW D_Kristin RED BROWN_38%,Q1424,ANW D_Kristin RED BROWN_38%,R1424,ANW D_Kristin RED BROWN_38%
1-Day_Color_Sph,T1425,ANW D_Kristin PINK BROWN_38%,P1425,ANW D_Kristin PINK BROWN_38%,Q1425,ANW D_Kristin PINK BROWN_38%,R1425,ANW D_Kristin PINK BROWN_38%
1-Day_Color_Sph,T1426,ANW D_Pearl_OvE L1_38%,P1426,ANW D_Pearl_OvE L1_38%,Q1426,ANW D_Pearl_OvE L1_38%,R1426,ANW D_Pearl_OvE L1_38%
1-Day_Color_Sph,T1427,ANW D_Pearl_OvE L2_38%,P1427,ANW D_Pearl_OvE L2_38%,Q1427,ANW D_Pearl_OvE L2_38%,R1427,ANW D_Pearl_OvE L2_38%
1-Day_Color_Sph,T1428,ANW D_Pearl_OvE L3_38%,P1428,ANW D_Pearl_OvE L3_38%,Q1428,ANW D_Pearl_OvE L3_38%,R1428,ANW D_Pearl_OvE L3_38%
1-Day_Color_Sph,T2010,BELLA_Ocean Blue(8년),P2010,BELLA_Ocean Blue(8년),Q2010,BELLA_Ocean Blue,R2010,BELLA_Ocean Blue
1-Day_Color_Sph,T2011,BELLA_RADIANT HAZELNUT(8년),P2011,BELLA_RADIANT HAZELNUT(8년),Q2011,BELLA_RADIANT HAZELNUT,R2011,BELLA_RADIANT HAZELNUT
1-Day_Color_Sph,T2012,BELLA_HAZEL BEIGE(8년),P2012,BELLA_HAZEL BEIGE(8년),Q2012,BELLA_HAZEL BEIGE,R2012,BELLA_HAZEL BEIGE
1-Day_Color_Sph,T2013,BELLA_CITRINE CRYSTAL(8년),P2013,BELLA_CITRINE CRYSTAL(8년),Q2013,BELLA_CITRINE CRYSTAL,R2013,BELLA_CITRINE CRYSTAL
1-Day_Color_Sph,T2014,BELLA_Bluish Gray(8년),P2014,BELLA_Bluish Gray(8년),Q2014,BELLA_Bluish Gray,R2014,BELLA_Bluish Gray
1-Day_Color_Sph,T2015,(5년)BELLA_Ocean Blue,P2015,(5년)BELLA_Ocean Blue,Q2010,BELLA_Ocean Blue,R2010,BELLA_Ocean Blue
1-Day_Color_Sph,T2016,(5년)BELLA_RADIANT HAZELNUT,P2016,(5년)BELLA_RADIANT HAZELNUT,Q2011,BELLA_RADIANT HAZELNUT,R2011,BELLA_RADIANT HAZELNUT
1-Day_Color_Sph,T2017,(5년)BELLA_HAZEL BEIGE,P2017,(5년)BELLA_HAZEL BEIGE,Q2012,BELLA_HAZEL BEIGE,R2012,BELLA_HAZEL BEIGE
1-Day_Color_Sph,T2018,(5년)BELLA_CITRINE CRYSTAL,P2018,(5년)BELLA_CITRINE CRYSTAL,Q2013,BELLA_CITRINE CRYSTAL,R2013,BELLA_CITRINE CRYSTAL
1-Day_Color_Sph,T2019,(5년)BELLA_Bluish Gray,P2019,(5년)BELLA_Bluish Gray,Q2014,BELLA_Bluish Gray,R2014,BELLA_Bluish Gray
1-Day_Color_Sph,T2020,MOCHA BROWN-MOTECON,P2020,MOCHA BROWN-MOTECON,Q2020,MOCHA BROWN-MOTECON,R2020,MOCHA BROWN-MOTECON
1-Day_Color_Sph,T2021,MILKTEA ASH-MOTECON,P2021,MILKTEA ASH-MOTECON,Q2021,MILKTEA ASH-MOTECON,R2021,MILKTEA ASH-MOTECON
1-Day_Color_Sph,T2022,LADY DOLL-ANECON,P2022,LADY DOLL-ANECON,Q2022,LADY DOLL-ANECON,R2022,LADY DOLL-ANECON
1-Day_Color_Sph,T2023,LADY PEARL-ANECON,P2023,LADY PEARL-ANECON,Q2023,LADY PEARL-ANECON,R2023,LADY PEARL-ANECON
1-Day_Color_Sph,T2026,BELLA_1-Day_Hazel Honey(8년),P2026,BELLA_1-Day_Hazel Honey(8년),Q2026,BELLA_1-Day_Hazel Honey,R2026,BELLA_1-Day_Hazel Honey
1-Day_Color_Sph,T2027,BELLA_1-Day_Almond Brown(8년),P2027,BELLA_1-Day_Almond Brown(8년),Q2027,BELLA_1-Day_Almond Brown,R2027,BELLA_1-Day_Almond Brown
1-Day_Color_Sph,T2028,BELLA_1-Day_Platinum Grey(8년),P2028,BELLA_1-Day_Platinum Grey(8년),Q2028,BELLA_1-Day_Platinum Grey,R2028,BELLA_1-Day_Platinum Grey
1-Day_Color_Sph,T2030,PIA_Skin Nude Chocolate_14.2,P2030,PIA_Skin Nude Chocolate_14.2,Q2030,PIA_Skin Nude Chocolate_14.2,R2030,PIA_Skin Nude Chocolate_14.2
FRP_Color_Sph,T2031,Skin Nude Chocolate_중사각 14.5,P2031,Skin Nude Chocolate_중사각 14.5,Q2031,Skin Nude Chocolate_중사각 14.5,R2031,Skin Nude Chocolate_중사각 14.5
1-Day_Color_Sph,T2032,(5년)BELLA_Hazel Honey_1-Day,P2032,(5년)BELLA_Hazel Honey_1-Day,Q2026,BELLA_1-Day_Hazel Honey,R2026,BELLA_1-Day_Hazel Honey
1-Day_Color_Sph,T2033,(5년)BELLA_Almond Brown_1-Day,P2033,(5년)BELLA_Almond Brown_1-Day,Q2027,BELLA_1-Day_Almond Brown,R2027,BELLA_1-Day_Almond Brown
1-Day_Color_Sph,T2034,(5년)BELLA_Platinum Grey_1-Day,P2034,(5년)BELLA_Platinum Grey_1-Day,Q2028,BELLA_1-Day_Platinum Grey,R2028,BELLA_1-Day_Platinum Grey
1-Day_Color_Sph,T2035,BELLA D_Rosewood(8년),P2035,BELLA D_Rosewood(8년),Q2035,BELLA D_Rosewood,R2035,BELLA D_Rosewood
1-Day_Color_Sph,T2036,BELLA D_Ash Brown(8년),P2036,BELLA D_Ash Brown(8년),Q2036,BELLA D_Ash Brown,R2036,BELLA D_Ash Brown
1-Day_Color_Sph,T2037,(5년)BELLA D_Rosewood,P2037,(5년)BELLA D_Rosewood,Q2035,BELLA D_Rosewood,R2035,BELLA D_Rosewood
1-Day_Color_Sph,T2038,(5년)BELLA D_Ash Brown,P2038,(5년)BELLA D_Ash Brown,Q2036,BELLA D_Ash Brown,R2036,BELLA D_Ash Brown
FRP_Color_Sph,T2041,Cream beige_(신규)PIA_M,P2041,Cream beige_(신규)PIA_M,Q0050,PIA_Cream Beige_14.4,R0050,PIA_Cream Beige_14.4
FRP_Color_Sph,T2042,Cream grege_(신규)PIA_M,P2042,Cream grege_(신규)PIA_M,Q0051,PIA_Cream Grege_14.4,R0051,PIA_Cream Grege_14.4
FRP_Color_Sph,T2043,Chocolate_(신규)PIA_M,P2043,Chocolate_(신규)PIA_M,Q2043,Chocolate_(신규)PIA_M,R2043,Chocolate_(신규)PIA_M
FRP_Color_Sph,T2044,water water_(신규)PIA_M,P2044,water water_(신규)PIA_M,Q2044,water water_(신규)PIA_M,R2044,water water_(신규)PIA_M
FRP_Color_Sph,T2045,Cream nuts_(신규)PIA_M,P2045,Cream nuts_(신규)PIA_M,Q2045,Cream nuts_(신규)PIA_M,R2045,Cream nuts_(신규)PIA_M
FRP_Color_Sph,T2046,Milky Gray_(신규)PIA_M,P2046,Milky Gray_(신규)PIA_M,Q2046,Milky Gray_(신규)PIA_M,R2046,Milky Gray_(신규)PIA_M
FRP_Color_Sph,T2047,Baby Baby_(신규)PIA_M,P2047,Baby Baby_(신규)PIA_M,Q2047,Baby Baby_(신규)PIA_M,R2047,Baby Baby_(신규)PIA_M
FRP_Color_Sph,T2048,Old fashion_(신규)PIA_M,P2048,Old fashion_(신규)PIA_M,Q2048,Old fashion_(신규)PIA_M,R2048,Old fashion_(신규)PIA_M
FRP_Color_Sph,T2049,Skin Beige_(신규)PIA_M_14.5,P2049,Skin Beige_(신규)PIA_M_14.5,Q2049,Skin Beige_(신규)PIA_M_14.5,R2049,Skin Beige_(신규)PIA_M_14.5
FRP_Color_Sph,T2050,Skin Grege_(신규)PIA_M_14.5,P2050,Skin Grege_(신규)PIA_M_14.5,Q2050,Skin Grege_(신규)PIA_M_14.5,R2050,Skin Grege_(신규)PIA_M_14.5
FRP_Color_Sph,T2051,Skin Nude Chocolate_(신규)PIA_M_14.5,P2051,Skin Nude Chocolate_(신규)PIA_M_14.5,Q2051,Skin Nude Chocolate_(신규)PIA_M_14.5,R2051,Skin Nude Chocolate_(신규)PIA_M_14.5
1-Day_Color_Sph,T2055,Clear Beige_Eyecloset_1Day_14.5,P2055,Clear Beige_Eyecloset_1Day_14.5,Q2055,Clear Beige_Eyecloset_1Day_14.5,R2055,Clear Beige_Eyecloset_1Day_14.5
1-Day_Color_Sph,T2056,Gauss Chocolat_Eyecloset_1Day_14.5,P2056,Gauss Chocolat_Eyecloset_1Day_14.5,Q2056,Gauss Chocolat_Eyecloset_1Day_14.5,R2056,Gauss Chocolat_Eyecloset_1Day_14.5
1-Day_Color_Sph,T2057,Silhouette Camel_Eyecloset_1Day_14.5,P2057,Silhouette Camel_Eyecloset_1Day_14.5,Q2057,Silhouette Camel_Eyecloset_1Day_14.5,R2057,Silhouette Camel_Eyecloset_1Day_14.5
1-Day_Color_Sph,T2058,Sweet Brown_Eyecloset_1Day_14.2,P2058,Sweet Brown_Eyecloset_1Day_14.2,Q2058,Sweet Brown_Eyecloset_1Day_14.2,R2058,Sweet Brown_Eyecloset_1Day_14.2
1-Day_Color_Sph,T2059,Airy Olive_Eyecloset_1Day_14.2,P2059,Airy Olive_Eyecloset_1Day_14.2,Q2059,Airy Olive_Eyecloset_1Day_14.2,R2059,Airy Olive_Eyecloset_1Day_14.2
1-Day_Color_Sph,T2060,Brown Grege_Eyecloset_1Day_14.2,P2060,Brown Grege_Eyecloset_1Day_14.2,Q2060,Brown Grege_Eyecloset_1Day_14.2,R2060,Brown Grege_Eyecloset_1Day_14.2
1-Day_Color_Sph,T2061,Chiffon Navy_Eyecloset_1Day_14.2,P2061,Chiffon Navy_Eyecloset_1Day_14.2,Q2061,Chiffon Navy_Eyecloset_1Day_14.2,R2061,Chiffon Navy_Eyecloset_1Day_14.2
1-Day_Color_Sph,T2062,CLEAR GRAY_Eyecloset_1Day_14.2,P2062,CLEAR GRAY_Eyecloset_1Day_14.2,Q2062,CLEAR GRAY_Eyecloset_1Day_14.2,R2062,CLEAR GRAY_Eyecloset_1Day_14.2
1-Day_Color_Sph,T2063,CARAMEL BROWN_Eyecloset_1Day_14.2,P2063,CARAMEL BROWN_Eyecloset_1Day_14.2,Q2063,CARAMEL BROWN_Eyecloset_1Day_14.2,R2063,CARAMEL BROWN_Eyecloset_1Day_14.2
1-Day_Color_Sph,T2070,CACAO BROWN_Eyecloset_1Day_14.2,P2070,CACAO BROWN_Eyecloset_1Day_14.2,Q2070,CACAO BROWN_Eyecloset_1Day_14.2,R2070,CACAO BROWN_Eyecloset_1Day_14.2
1-Day_Color_Sph,T2071,DARK MINT_Eyecloset_1Day_14.2,P2071,DARK MINT_Eyecloset_1Day_14.2,Q2071,DARK MINT_Eyecloset_1Day_14.2,R2071,DARK MINT_Eyecloset_1Day_14.2
FRP_Color_Sph,T2080,(중국향)Dazzle Beige_2T_(PBT)_M_중사각,P2080,(중국향)Dazzle Beige_2T_(PBT)_M_중사각,Q2080,(중국향)Dazzle Beige_2T_(PBT)_M,R2080,(중국향)Dazzle Beige_2T_(PBT)_M
FRP_Color_Sph,T2081,Dazzle Gray_2T_(PBT)PIA_M_중사각,P2081,Dazzle Gray_2T_(PBT)PIA_M_중사각,Q2081,Dazzle Gray_2T_(PBT)PIA_M,R2081,Dazzle Gray_2T_(PBT)PIA_M
FRP_Color_Sph,T2082,Coral Brown_2T_(PBT)PIA_M_중사각,P2082,Coral Brown_2T_(PBT)PIA_M_중사각,Q2082,Coral Brown_2T_(PBT)PIA_M,R2082,Coral Brown_2T_(PBT)PIA_M
FRP_Color_Sph,T2083,Mirror Gray_3T_(PBT)PIA_M_중사각,P2083,Mirror Gray_3T_(PBT)PIA_M_중사각,Q2083,Mirror Gray_3T_(PBT)PIA_M,R2083,Mirror Gray_3T_(PBT)PIA_M
FRP_Color_Sph,T2084,Tint Brown_1T_(PBT)PIA_M_중사각,P2084,Tint Brown_1T_(PBT)PIA_M_중사각,Q2084,Tint Brown_1T_(PBT)PIA_M,R2084,Tint Brown_1T_(PBT)PIA_M
FRP_Color_Sph,T2085,Sakura Petal_2T_(PBT)PIA_M_중사각,P2085,Sakura Petal_2T_(PBT)PIA_M_중사각,Q2085,Sakura Petal_2T_(PBT)PIA_M,R2085,Sakura Petal_2T_(PBT)PIA_M
FRP_Color_Sph,T2086,Tangerine Tea_3T_(PBT)PIA_M_중사각,P2086,Tangerine Tea_3T_(PBT)PIA_M_중사각,Q2086,Tangerine Tea_3T_(PBT)PIA_M,R2086,Tangerine Tea_3T_(PBT)PIA_M
FRP_Color_Sph,T2087,Peach Crush_3T_(PBT)PIA_M_중사각,P2087,Peach Crush_3T_(PBT)PIA_M_중사각,Q2087,Peach Crush_3T_(PBT)PIA_M,R2087,Peach Crush_3T_(PBT)PIA_M
FRP_Color_Sph,T2088,FLAMINGO_PIA_M_중사각,P2088,FLAMINGO_PIA_M_중사각,Q2088,FLAMINGO_PIA_M,R2088,FLAMINGO_PIA_M
FRP_Color_Sph,T2089,MARIGOLD_PIA_M_중사각,P2089,MARIGOLD_PIA_M_중사각,Q2089,MARIGOLD_PIA_M,R2089,MARIGOLD_PIA_M
FRP_Color_Sph,T2090,OCEAN_PIA_M_중사각,P2090,OCEAN_PIA_M_중사각,Q2090,OCEAN_PIA_M,R2090,OCEAN_PIA_M
FRP_Color_Sph,T2091,RUSTY BEIGE_PIA_M_중사각,P2091,RUSTY BEIGE_PIA_M_중사각,Q2091,RUSTY BEIGE_PIA_M,R2091,RUSTY BEIGE_PIA_M
FRP_Color_Sph,T2092,RUSTY GRAY_PIA_M_중사각,P2092,RUSTY GRAY_PIA_M_중사각,Q2092,RUSTY GRAY_PIA_M,R2092,RUSTY GRAY_PIA_M
FRP_Color_Sph,T2093,RUSTY BROWN_PIA_M_중사각,P2093,RUSTY BROWN_PIA_M_중사각,Q2093,RUSTY BROWN_PIA_M,R2093,RUSTY BROWN_PIA_M
1-Day_Color_Sph,T2100,Caramel Grege_Eyecloset_14.2,P2100,Caramel Grege_Eyecloset_14.2,Q2100,Caramel Grege_Eyecloset_14.2,R2100,Caramel Grege_Eyecloset_14.2
1-Day_Color_Sph,T2105,Cream Spoon_Eyecloset_14.5,P2105,Cream Spoon_Eyecloset_14.5,Q2105,Cream Spoon_Eyecloset_14.5,R2105,Cream Spoon_Eyecloset_14.5
1-Day_Color_Sph,T2106,Cream Spoon_Eyecloset_14.2,P2106,Cream Spoon_Eyecloset_14.2,Q2106,Cream Spoon_Eyecloset_14.2,R2106,Cream Spoon_Eyecloset_14.2
1-Day_Color_Sph,T2115,Layala_Jazz Black,P2115,Layala_Jazz Black,Q0011,1-Day_iris_JazzBlack,R0011,1-Day_iris_JazzBlack
1-Day_Color_Sph,T2116,Layala_Alicia Brown,P2116,Layala_Alicia Brown,Q0213,ALICIA BROWN(근시),R0213,ALICIA BROWN(근시)
1-Day_Color_Sph,T2120,From D_(NEW)Clear Beige Coral Mini_UV 38% 14.2,P2120,From D_(NEW)Clear Beige Coral Mini_UV 38% 14.2,Q2120,From D_(NEW)Clear Beige Coral Mini_UV 38% 14.2,R2120,From D_(NEW)Clear Beige Coral Mini_UV 38% 14.2
1-Day_Color_Sph,T2121,From D_(UV)Clear Beige Coral_38%,P2121,From D_(UV)Clear Beige Coral_38%,Q2121,From D_(UV)Clear Beige Coral_38%,R2121,From D_(UV)Clear Beige Coral_38%
1-Day_Color_Sph,T2122,From D_(UV)(NEW)Gauss Chocolat_38%,P2122,From D_(UV)(NEW)Gauss Chocolat_38%,Q2122,From D_(UV)(NEW)Gauss Chocolat_38%,R2122,From D_(UV)(NEW)Gauss Chocolat_38%
1-Day_Color_Sph,T2123,From D_(UV)Clear Beige_38%,P2123,From D_(UV)Clear Beige_38%,Q2123,From D_(UV)Clear Beige_38%,R2123,From D_(UV)Clear Beige_38%
1-Day_Color_Sph,T2124,From D_(UV)Gauss Chocolat_38%,P2124,From D_(UV)Gauss Chocolat_38%,Q2124,From D_(UV)Gauss Chocolat_38%,R2124,From D_(UV)Gauss Chocolat_38%
1-Day_Color_Sph,T2125,From D_(UV)Silhouette Camel_38%,P2125,From D_(UV)Silhouette Camel_38%,Q2125,From D_(UV)Silhouette Camel_38%,R2125,From D_(UV)Silhouette Camel_38%
1-Day_Color_Sph,T2126,From D_(UV)Sweet Brown_38%,P2126,From D_(UV)Sweet Brown_38%,Q2126,From D_(UV)Sweet Brown_38%,R2126,From D_(UV)Sweet Brown_38%
1-Day_Color_Sph,T2127,From D_(UV)Airy Olive_38%,P2127,From D_(UV)Airy Olive_38%,Q2127,From D_(UV)Airy Olive_38%,R2127,From D_(UV)Airy Olive_38%
1-Day_Color_Sph,T2128,From D_(UV)Brown Grege_38%,P2128,From D_(UV)Brown Grege_38%,Q2128,From D_(UV)Brown Grege_38%,R2128,From D_(UV)Brown Grege_38%
1-Day_Color_Sph,T2129,From D_(UV)Chiffon Navy_38%,P2129,From D_(UV)Chiffon Navy_38%,Q2129,From D_(UV)Chiffon Navy_38%,R2129,From D_(UV)Chiffon Navy_38%
1-Day_Color_Sph,T2130,From D_(UV)CLEAR GRAY_38%,P2130,From D_(UV)CLEAR GRAY_38%,Q2130,From D_(UV)CLEAR GRAY_38%,R2130,From D_(UV)CLEAR GRAY_38%
1-Day_Color_Sph,T2131,From D_(UV)CARAMEL BROWN_38%,P2131,From D_(UV)CARAMEL BROWN_38%,Q2131,From D_(UV)CARAMEL BROWN_38%,R2131,From D_(UV)CARAMEL BROWN_38%
1-Day_Color_Sph,T2132,From D_(UV)DARK MINT_38%,P2132,From D_(UV)DARK MINT_38%,Q2132,From D_(UV)DARK MINT_38%,R2132,From D_(UV)DARK MINT_38%
1-Day_Color_Sph,T2133,From D_(UV)CACAO BROWN_38%,P2133,From D_(UV)CACAO BROWN_38%,Q2133,From D_(UV)CACAO BROWN_38%,R2133,From D_(UV)CACAO BROWN_38%
1-Day_Color_Sph,S234,Hapakristin D_CREME BROWN_10P,P2134,Hapakristin D_CREME BROWN_Secretive Kristin,Q2134,Hapakristin D_CREME BROWN_Secretive Kristin,R2134,Hapakristin D_CREME BROWN_Secretive Kristin
1-Day_Color_Sph,S236,Hapakristin D_CREME BROWN_낱개,P2134,Hapakristin D_CREME BROWN_Secretive Kristin,Q2134,Hapakristin D_CREME BROWN_Secretive Kristin,R2134,Hapakristin D_CREME BROWN_Secretive Kristin
1-Day_Color_Sph,S255,Hapakristin D_CREME BROWN_2P,P2134,Hapakristin D_CREME BROWN_Secretive Kristin,Q2134,Hapakristin D_CREME BROWN_Secretive Kristin,R2134,Hapakristin D_CREME BROWN_Secretive Kristin
1-Day_Color_Sph,S235,Hapakristin D_DUSK BROWN_10P,P2135,Hapakristin D_DUSK BROWN_Secretive Kristin,Q2135,Hapakristin D_DUSK BROWN_Secretive Kristin,R2135,Hapakristin D_DUSK BROWN_Secretive Kristin
1-Day_Color_Sph,S237,Hapakristin D_DUSK BROWN_낱개,P2135,Hapakristin D_DUSK BROWN_Secretive Kristin,Q2135,Hapakristin D_DUSK BROWN_Secretive Kristin,R2135,Hapakristin D_DUSK BROWN_Secretive Kristin
1-Day_Color_Sph,S238,Hapa D_Antique Brown_10P,P2136,Hapa D_Antique Brown_Secretive,Q2136,Hapa D_Antique Brown_Secretive,R2136,Hapa D_Antique Brown_Secretive
1-Day_Color_Sph,S239,Hapa D_Crush Brown_10P,P2137,Hapa D_Crush Brown_Secretive,Q2137,Hapa D_Crush Brown_Secretive,R2137,Hapa D_Crush Brown_Secretive
1-Day_Color_Sph,S240,Adria D_Autumn Hazelnut_30P,P2140,Adria D_Autumn Hazelnut,Q3050,PIA_LayerAlmond_Minette55%_1-DAY,R3050,PIA_LayerAlmond_Minette55%_1-DAY
1-Day_Color_Sph,S241,Adria D_Autumn Blue_30P,P2141,Adria D_Autumn Blue,Q3051,PIA_LayerMist_Minette55%_1-DAY,R3051,PIA_LayerMist_Minette55%_1-DAY
1-Day_Color_Sph,S242,Adria D_Autumn Brown_30P,P2142,Adria D_Autumn Brown,Q3052,PIA_LayerMarron_Minette55%_1-DAY,R3052,PIA_LayerMarron_Minette55%_1-DAY
1-Day_Color_Sph,S243,Adria D_Popping Choco_30P,P2143,Adria D_Popping Choco,Q3053,PIA_VirginCocoa_Minette55%_1-DAY,R3053,PIA_VirginCocoa_Minette55%_1-DAY
1-Day_Color_Sph,S244,Adria D_Popping Blue_30P,P2144,Adria D_Popping Blue,Q3054,PIA_NakedRain_Minette55%_1-DAY,R3054,PIA_NakedRain_Minette55%_1-DAY
1-Day_Color_Sph,S245,Adria D_Splash Brown_30P,P2145,Adria D_Splash Brown,Q0041,(N)PIA_Ash Brown,R0041,(N)PIA_Ash Brown
1-Day_Color_Sph,S246,Adria D_Bare Brown_30P,P2146,Adria D_Bare Brown,Q0045,(N)PIA_Veil brown,R0045,(N)PIA_Veil brown
1-Day_Color_Sph,S247,Adria D_Amber Brown_30P,P2147,Adria D_Amber Brown,Q0046,(N)PIA_Almond Brown,R0046,(N)PIA_Almond Brown
1-Day_Color_Sph,S248,Adria D_Pure Choco_30P,P2148,Adria D_Pure Choco,Q2020,MOCHA BROWN-MOTECON,R2020,MOCHA BROWN-MOTECON
FRP_Color_Sph,T2182,No.1 M_Hazel(Coral brown)_(원),P2182,No.1 M_Hazel(Coral brown)_(원),Q2082,Coral Brown_2T_(PBT)PIA_M,R2082,Coral Brown_2T_(PBT)PIA_M
1-Day_Color_Sph,T2188,MG D_Mini Jeje Bronze_SISSE,P2188,MG D_Mini Jeje Bronze_SISSE,Q2188,MG D_Mini Jeje Bronze_SISSE,R2188,MG D_Mini Jeje Bronze_SISSE
Si_1-Day_Sph,T3000,Silicon_1-day,P3000,Silicon_1-day,Q3000,Silicon_1-day,R3000,Silicon_1-day
1-Day_Color_Sph,T3001,Soleko_Blue,P3001,Soleko_Blue,Q3001,Soleko_Blue,R3001,Soleko_Blue
1-Day_Color_Sph,T3002,Soleko_Pearl,P3002,Soleko_Pearl,Q3002,Soleko_Pearl,R3002,Soleko_Pearl
1-Day_Color_Sph,T3003,Soleko_Green,P3003,Soleko_Green,Q3003,Soleko_Green,R3003,Soleko_Green
1-Day_Color_Sph,T3004,Soleko_Choco,P3004,Soleko_Choco,Q3004,Soleko_Choco,R3004,Soleko_Choco
FRP_Color_Sph,T3005,Soleko_Blue_바이알,P3005,Soleko_Blue_바이알,Q3001,Soleko_Blue,R3001,Soleko_Blue
FRP_Color_Sph,T3006,Soleko_Pearl_바이알,P3006,Soleko_Pearl_바이알,Q3002,Soleko_Pearl,R3002,Soleko_Pearl
FRP_Color_Sph,T3007,Soleko_Green_바이알,P3007,Soleko_Green_바이알,Q3003,Soleko_Green,R3003,Soleko_Green
FRP_Color_Sph,T3008,Soleko_Choco_바이알,P3008,Soleko_Choco_바이알,Q3004,Soleko_Choco,R3004,Soleko_Choco
Si_1-Day_Sph,T3009,OWNDAYS SILICON_1-day,P3009,OWNDAYS SILICON_1-day,Q3000,Silicon_1-day,R3000,Silicon_1-day
1-Day_Sph,T3010,From eyes 55% clear 1day 14.2,P3010,From eyes 55% clear 1day 14.2,Q3010,From eyes 55% clear 1day 14.2,R3010,From eyes 55% clear 1day 14.2
Si_1-Day_Sph,T3011,Silicon_1-day_Maxvue,P3011,Silicon_1-day_Maxvue,Q3000,Silicon_1-day,R3000,Silicon_1-day
1-Day_Sph,T3012,(NEW)From eyes 55% clear,P3012,(NEW)From eyes 55% clear,Q3012,(NEW)From eyes 55% clear,R3012,(NEW)From eyes 55% clear
1-Day_Sph,T3013,From D_UV_Clear_38% Refrear,P3013,From D_UV_Clear_38% Refrear,Q3013,From D_UV_Clear_38% Refrear,R3013,From D_UV_Clear_38% Refrear
1-Day_Sph,T3014,Lesieur_1Day58_PRIMAL,P3014,Lesieur_1Day58_PRIMAL,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,S005,Clalen 1Day_낱개,P3015,1-DAY58_Micure,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,S030,Clalen 1Day_30팩,P3015,1-DAY58_Micure,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,S031,Clalen 1Day_낱개,P3015,1-DAY58_Micure,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,S032,Clalen 1Day MAY LUV_30팩,P3015,1-DAY58_Micure,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
