생산일자,공정코드,품목코드,품명,양품수량,생산수량,상태
2025-01-10,[10] 사출조립,R3407-04.50ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.50ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.50ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.50ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-10,[20] 분리,Q3407-04.50ASG,O2O2 D_Ash Gray EX,"1,602","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-10,[10] 사출조립,R3407-04.25ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-10,[10] 사출조립,R3407-04.00ASG,O2O2 D_Ash Gray EX,"2,230","2,230",확인
2025-01-10,[10] 사출조립,R3407-04.00ASG,O2O2 D_Ash Gray EX,"2,443","2,443",확인
2025-01-11,[20] 분리,Q3407-04.00ASG,O2O2 D_Ash Gray EX,"1,936","2,230",확인
2025-01-11,[20] 분리,Q3407-04.00ASG,O2O2 D_Ash Gray EX,"2,104","2,443",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"2,100","2,443",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"1,866","2,230",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"1,253","2,443",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"1,618","2,230",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"1,735","2,443",확인
2025-01-11,[20] 분리,Q3407-04.50ASG,O2O2 D_Ash Gray EX,"1,954","2,230",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"1,899","2,230",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"1,966","2,443",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"2,050","2,443",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"2,190","2,443",확인
2025-01-11,[20] 분리,Q3407-04.50ASG,O2O2 D_Ash Gray EX,"1,829","2,230",확인
2025-01-11,[20] 분리,Q3407-04.50ASG,O2O2 D_Ash Gray EX,"1,874","2,230",확인
2025-01-11,[20] 분리,Q3407-04.25ASG,O2O2 D_Ash Gray EX,"1,972","2,443",확인
2025-01-12,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-12,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-12,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-12,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-12,[10] 사출조립,R3407-04.00ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-12,[10] 사출조립,R3407-04.00ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-12,[10] 사출조립,R3407-04.00ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-12,[10] 사출조립,R3407-04.00ASG,O2O2 D_Ash Gray EX,"2,287","2,287",확인
2025-01-13,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,"1,852","2,287",확인
2025-01-13,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,"1,934","2,287",확인
2025-01-13,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,"1,764","2,287",확인
2025-01-13,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,"1,572","2,287",확인
2025-01-13,[20] 분리,Q3407-04.00ASG,O2O2 D_Ash Gray EX,"1,488","2,287",확인
2025-01-13,[20] 분리,Q3407-04.00ASG,O2O2 D_Ash Gray EX,"1,808","2,287",확인
2025-01-13,[20] 분리,Q3407-04.00ASG,O2O2 D_Ash Gray EX,"2,072","2,287",확인
2025-01-13,[20] 분리,Q3407-04.00ASG,O2O2 D_Ash Gray EX,"1,746","2,287",확인
2025-01-14,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,354,420,확인
2025-01-14,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,273,420,확인
2025-01-14,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,287,420,확인
2025-01-14,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,276,420,확인
2025-01-14,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,331,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-14,[10] 사출조립,R3407-03.75ASG,O2O2 D_Ash Gray EX,420,420,확인
2025-01-16,[20] 분리,Q3407-01.00ASG,O2O2 D_Ash Gray EX,"1,445","2,234",확인
2025-01-16,[10] 사출조립,R3407-01.50ASG,O2O2 D_Ash Gray EX,"2,234","2,234",확인
2025-01-16,[10] 사출조립,R3407-01.50ASG,O2O2 D_Ash Gray EX,0,"2,234",확인
2025-01-16,[20] 분리,Q3407-01.25ASG,O2O2 D_Ash Gray EX,"1,575","2,234",확인
2025-01-16,[10] 사출조립,R3407-01.25ASG,O2O2 D_Ash Gray EX,"2,234","2,234",확인
2025-01-16,[10] 사출조립,R3407-01.25ASG,O2O2 D_Ash Gray EX,"2,234","2,234",확인
2025-01-16,[10] 사출조립,R3407-01.25ASG,O2O2 D_Ash Gray EX,"2,234","2,234",확인
2025-01-16,[10] 사출조립,R3407-01.00ASG,O2O2 D_Ash Gray EX,0,"2,234",확인
2025-01-16,[10] 사출조립,R3407-01.00ASG,O2O2 D_Ash Gray EX,0,"2,234",확인
2025-01-16,[10] 사출조립,R3407-01.00ASG,O2O2 D_Ash Gray EX,"2,234","2,234",확인
2025-01-16,[20] 분리,Q3407-01.50ASG,O2O2 D_Ash Gray EX,"1,761","2,234",확인
2025-01-17,[20] 분리,Q3407-01.25ASG,O2O2 D_Ash Gray EX,"1,561","2,234",확인
2025-01-20,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,293,420,확인
2025-01-20,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,265,420,확인
2025-01-20,[20] 분리,Q3407-03.75ASG,O2O2 D_Ash Gray EX,303,420,확인
2025-01-20,[20] 분리,Q3407-01.25ASG,O2O2 D_Ash Gray EX,"1,349","2,234",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,340","1,340",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,510","1,513",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-03.00SPC,O2O2 D_Sepia Choco EX,"1,845","1,847",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,885","1,885",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,350","1,358",확인
2025-03-25,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,703","1,775",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,775","1,777",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,480","1,481",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,595","1,597",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,510","1,512",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,660","1,666",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,500","1,506",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,505","1,506",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,325","1,329",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-01.75SPC,O2O2 D_Sepia Choco EX,"1,530","1,530",확인
2025-03-25,[45] 하이드레이션/전면검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,925","1,925",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,660","1,665",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,040","1,044",확인
2025-03-26,[55] 접착/ 멸균,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,232","1,340",확인
2025-03-26,[80] 누수/규격검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,209","1,232",확인
2025-03-26,[55] 접착/ 멸균,P3405A-03.00SPC,O2O2 D_Sepia Choco EX,"1,791","1,845",확인
2025-03-26,[55] 접착/ 멸균,P3405A-03.00SPC,O2O2 D_Sepia Choco EX,"1,798","1,880",확인
2025-03-26,[80] 누수/규격검사,P3405A-03.00SPC,O2O2 D_Sepia Choco EX,"1,763","1,791",확인
2025-03-26,[80] 누수/규격검사,P3405A-03.00SPC,O2O2 D_Sepia Choco EX,"1,760","1,798",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.00SPC,O2O2 D_Sepia Choco EX,"1,880","1,882",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,420","1,442",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,770,771,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,720,723,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,730","1,730",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,975","1,977",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,575,579,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,520","1,529",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,440","1,474",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,205","1,228",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,075","1,095",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,100","1,109",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,975","1,981",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,685","1,689",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,490","1,492",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,950","1,953",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,540","1,543",확인
2025-03-26,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,801","1,832",확인
2025-03-26,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,672","1,730",확인
2025-03-26,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,877","1,931",확인
2025-03-26,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,832","1,885",확인
2025-03-26,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,630","1,672",확인
2025-03-26,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,931","1,975",확인
2025-03-26,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,892","1,921",확인
2025-03-26,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,921","1,975",확인
2025-03-26,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,670","1,703",확인
2025-03-26,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,150","1,595",확인
2025-03-26,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,902","1,980",확인
2025-03-26,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,865","1,902",확인
2025-03-26,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,914","1,942",확인
2025-03-26,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,007","1,035",확인
2025-03-26,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,035","1,505",확인
2025-03-26,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,942","1,995",확인
2025-03-26,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,125","1,150",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-00.00SPC,O2O2 D_Sepia Choco EX,0,200,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-00.00SPC,O2O2 D_Sepia Choco EX,595,600,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,020","1,021",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,390,393,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,570,572,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,590,593,확인
2025-03-26,[55] 접착/ 멸균,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,569","1,660",확인
2025-03-26,[80] 누수/규격검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,537","1,569",확인
2025-03-26,[80] 누수/규격검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,258","1,293",확인
2025-03-26,[55] 접착/ 멸균,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,293","1,325",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,565","1,566",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,710","1,712",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,895,898,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,995","2,007",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,980","1,981",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,825","1,838",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,430","1,438",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,110","1,121",확인
2025-03-26,[80] 누수/규격검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,846","1,873",확인
2025-03-26,[55] 접착/ 멸균,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,509","1,580",확인
2025-03-26,[80] 누수/규격검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,475","1,509",확인
2025-03-26,[55] 접착/ 멸균,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,873","1,925",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-01.75SPC,O2O2 D_Sepia Choco EX,395,395,확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,410","1,414",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,580","1,581",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,330","1,341",확인
2025-03-26,[45] 하이드레이션/전면검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,795","1,804",확인
2025-03-27,[55] 접착/ 멸균,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,464","1,510",확인
2025-03-27,[80] 누수/규격검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,444","1,464",확인
2025-03-27,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,750,770,확인
2025-03-27,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,082","1,205",확인
2025-03-27,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,419","1,490",확인
2025-03-27,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,729,750,확인
2025-03-27,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,482","1,540",확인
2025-03-27,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,387","1,510",확인
2025-03-27,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,062","1,082",확인
2025-03-27,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,398","1,419",확인
2025-03-27,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,452","1,482",확인
2025-03-27,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,479","1,506",확인
2025-03-27,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,434","1,454",확인
2025-03-27,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,364","1,387",확인
2025-03-27,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,506","1,565",확인
2025-03-27,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,454","1,500",확인
2025-03-27,[55] 접착/ 멸균,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,566,590,확인
2025-03-27,[80] 누수/규격검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,546,566,확인
2025-03-27,[55] 접착/ 멸균,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,370","1,410",확인
2025-03-27,[55] 접착/ 멸균,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,737","1,795",확인
2025-03-27,[80] 누수/규격검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,239","1,259",확인
2025-03-27,[80] 누수/규격검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,341","1,370",확인
2025-03-27,[80] 누수/규격검사,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,712","1,737",확인
2025-03-27,[55] 접착/ 멸균,P3405A-04.25SPC,O2O2 D_Sepia Choco EX,"1,259","1,330",확인
2025-03-28,[55] 접착/ 멸균,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,375","1,660",확인
2025-03-28,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,261","1,420",확인
2025-03-28,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,542,575,확인
2025-03-28,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,486","1,520",확인
2025-03-28,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,830","1,950",확인
2025-03-28,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,384","1,440",확인
2025-03-28,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,617","1,685",확인
2025-03-28,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,060","1,100",확인
2025-03-28,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,522,542,확인
2025-03-28,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,597","1,617",확인
2025-03-28,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,040","1,060",확인
2025-03-28,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,640","1,710",확인
2025-03-28,[55] 접착/ 멸균,P3405A-00.00SPC,O2O2 D_Sepia Choco EX,0,595,확인
2025-03-28,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,620","1,640",확인
2025-03-28,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,758","1,778",확인
2025-03-28,[80] 누수/규격검사,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,815,836,확인
2025-03-28,[80] 누수/규격검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,028","1,048",확인
2025-03-28,[80] 누수/규격검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,335","1,355",확인
2025-03-28,[55] 접착/ 멸균,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,048","1,110",확인
2025-03-28,[55] 접착/ 멸균,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,"1,355","1,430",확인
2025-03-28,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,836,895,확인
2025-03-28,[55] 접착/ 멸균,P3405A-01.25SPC,O2O2 D_Sepia Choco EX,"1,778","1,825",확인
2025-03-29,[80] 누수/규격검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,990,"1,010",확인
2025-03-29,[80] 누수/규격검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,302","1,322",확인
2025-03-29,[55] 접착/ 멸균,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,322","1,375",확인
2025-03-29,[55] 접착/ 멸균,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,010","1,040",확인
2025-03-29,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,241","1,261",확인
2025-03-29,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,466","1,486",확인
2025-03-29,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,678,698,확인
2025-03-29,[80] 누수/규격검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,156","1,176",확인
2025-03-29,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,176","1,350",확인
2025-03-29,[55] 접착/ 멸균,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,698,720,확인
2025-03-29,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,009","1,075",확인
2025-03-29,[55] 접착/ 멸균,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,430","1,480",확인
2025-03-29,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,410","1,430",확인
2025-03-29,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,810","1,830",확인
2025-03-29,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,"1,364","1,384",확인
2025-03-29,[80] 누수/규격검사,P3405A-03.25SPC,O2O2 D_Sepia Choco EX,989,"1,009",확인
2025-03-29,[55] 접착/ 멸균,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,999,"1,020",확인
2025-03-29,[55] 접착/ 멸균,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,552,570,확인
2025-03-29,[80] 누수/규격검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,979,999,확인
2025-03-29,[80] 누수/규격검사,P3405A-05.50SPC,O2O2 D_Sepia Choco EX,532,552,확인
2025-03-29,[80] 누수/규격검사,P3405A-01.75SPC,O2O2 D_Sepia Choco EX,"1,485","1,505",확인
2025-03-29,[80] 누수/규격검사,P3405A-01.75SPC,O2O2 D_Sepia Choco EX,383,388,확인
2025-03-29,[55] 접착/ 멸균,P3405A-01.75SPC,O2O2 D_Sepia Choco EX,"1,505","1,530",확인
2025-03-29,[55] 접착/ 멸균,P3405A-01.75SPC,O2O2 D_Sepia Choco EX,388,395,확인
2025-04-01,[55] 접착/ 멸균,P3405A-05.00SPC,O2O2 D_Sepia Choco EX,375,390,확인
2025-04-02,[55] 접착/ 멸균,P3405A-05.00SPC,O2O2 D_Sepia Choco EX,347,375,확인
2025-04-03,[80] 누수/규격검사,P3405A-05.00SPC,O2O2 D_Sepia Choco EX,342,347,확인
2025-04-04,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,210","1,210",확인
2025-04-04,[45] 하이드레이션/전면검사,P3405A-02.50SPC,O2O2 D_Sepia Choco EX,"1,160","1,164",확인
2025-04-04,[45] 하이드레이션/전면검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,175","1,180",확인
2025-04-04,[45] 하이드레이션/전면검사,P3405A-03.50SPC,O2O2 D_Sepia Choco EX,"1,950","1,961",확인
