품목코드,품명,사출창고,분리창고,검사접착,누수규격,완제품,불용재고
P1125V-01.00-1.25160,T38_금캡,0,0,0,0,203,0
P1125V-01.00-1.25170,T38_금캡,0,0,0,0,2447,0
P1125V-01.00-1.25180,T38_금캡,0,0,0,0,1317,0
P1125V-01.00-1.75010,T38_금캡,0,0,0,0,500,0
P1125V-01.00-1.75020,T38_금캡,0,0,0,0,190,0
P1125V-01.00-1.75030,T38_금캡,0,0,0,0,80,0
P1125V-01.00-1.75050,T38_금캡,0,0,0,0,116,0
P1125V-01.00-1.75060,T38_금캡,0,0,0,0,70,0
P1125V-01.00-1.75070,T38_금캡,0,0,0,0,225,0
P1125V-01.00-1.75080,T38_금캡,0,0,0,0,100,0
P1125V-01.00-1.75090,T38_금캡,0,0,0,0,100,0
P1125V-01.00-1.75100,T38_금캡,0,0,0,0,50,0
P1125V-01.00-1.75140,T38_금캡,0,0,0,0,59,0
P1125V-01.00-1.75150,T38_금캡,0,0,0,0,1157,0
P1125V-01.00-1.75160,T38_금캡,0,0,0,0,1796,0
P1125V-01.00-1.75170,T38_금캡,0,0,0,0,400,0
P1125V-01.00-1.75180,T38_금캡,0,0,0,0,700,0
P1125V-01.00-2.25010,T38_금캡,0,0,0,0,400,0
P1125V-01.00-2.25020,T38_금캡,0,0,0,0,79,0
P1125V-01.00-2.25030,T38_금캡,0,0,0,0,553,0
P1125V-01.00-2.25050,T38_금캡,0,0,0,0,15,0
P1125V-01.00-2.25060,T38_금캡,0,0,0,0,99,0
P1125V-01.00-2.25080,T38_금캡,0,0,0,0,237,0
P1125V-01.00-2.25090,T38_금캡,0,0,0,0,2398,0
P1125V-01.00-2.25100,T38_금캡,0,0,0,0,1257,0
P1125V-01.00-2.25110,T38_금캡,0,0,0,0,99,0
P1125V-01.00-2.25120,T38_금캡,0,0,0,0,321,0
P1125V-01.00-2.25150,T38_금캡,0,0,0,0,327,0
P1125V-01.00-2.25160,T38_금캡,0,0,0,0,462,0
P1125V-01.00-2.25170,T38_금캡,0,0,0,0,400,0
P1125V-01.00-2.25180,T38_금캡,0,0,0,0,2059,0
P1125V-01.00-2.75010,T38_금캡,0,0,0,0,300,0
P1125V-01.00-2.75020,T38_금캡,0,0,0,0,143,0
P1125V-01.00-2.75030,T38_금캡,0,0,0,0,401,0
P1125V-01.00-2.75080,T38_금캡,0,0,0,0,50,0
P1125V-01.00-2.75090,T38_금캡,0,0,0,0,50,0
P1125V-01.00-2.75100,T38_금캡,0,0,0,0,870,0
P1125V-01.00-2.75150,T38_금캡,0,0,0,0,633,0
P1125V-01.00-2.75160,T38_금캡,0,0,0,0,50,0
P1125V-01.00-2.75170,T38_금캡,0,0,0,0,300,0
P1125V-01.00-2.75180,T38_금캡,0,0,0,0,500,0
P1125V-01.00-3.25020,T38_금캡,0,0,0,0,22,0
P1125V-01.00-3.25030,T38_금캡,0,0,0,0,210,0
P1125V-01.00-3.25070,T38_금캡,0,0,0,0,149,0
P1125V-01.00-3.25080,T38_금캡,0,0,0,0,62,0
P1125V-01.00-3.25090,T38_금캡,0,0,0,0,222,0
P1125V-01.00-3.25150,T38_금캡,0,0,0,0,274,0
P1125V-01.00-3.25160,T38_금캡,0,0,0,0,23,0
P1125V-01.25-0.75010,T38_금캡,0,0,0,0,250,0
P1125V-01.25-0.75020,T38_금캡,0,0,0,0,200,0
P1125V-01.25-0.75030,T38_금캡,0,0,0,0,150,0
P1125V-01.25-0.75080,T38_금캡,0,0,0,0,564,0
P1125V-01.25-0.75090,T38_금캡,0,0,0,0,200,0
P1125V-01.25-0.75100,T38_금캡,0,0,0,0,611,0
P1125V-01.25-0.75150,T38_금캡,0,0,0,0,100,0
P1125V-01.25-0.75160,T38_금캡,0,0,0,0,50,0
P1125V-01.25-0.75170,T38_금캡,0,0,0,0,250,0
P1125V-01.25-0.75180,T38_금캡,0,0,0,0,500,0
P1125V-01.25-1.25010,T38_금캡,0,0,0,0,717,0
P1125V-01.25-1.25020,T38_금캡,0,0,0,0,200,0
P1125V-01.25-1.25030,T38_금캡,0,0,0,0,487,0
P1125V-01.25-1.25050,T38_금캡,0,0,0,0,160,0
P1125V-01.25-1.25060,T38_금캡,0,0,0,0,167,0
P1125V-01.25-1.25080,T38_금캡,0,0,0,0,283,0
P1125V-01.25-1.25090,T38_금캡,0,0,0,0,1828,0
P1125V-01.25-1.25100,T38_금캡,0,0,0,0,420,0
P1125V-01.25-1.25150,T38_금캡,0,0,0,0,529,0
P1125V-01.25-1.25160,T38_금캡,0,0,0,0,838,0
P1125V-01.25-1.25170,T38_금캡,0,0,0,0,1131,0
P1125V-01.25-1.25180,T38_금캡,0,0,0,0,750,0
P1125V-01.25-1.75010,T38_금캡,0,0,0,0,500,0
P1125V-01.25-1.75020,T38_금캡,0,0,0,0,340,0
P1125V-01.25-1.75030,T38_금캡,0,0,0,0,929,0
P1125V-01.25-1.75040,T38_금캡,0,0,0,0,223,0
P1125V-01.25-1.75050,T38_금캡,0,0,0,0,254,0
P1125V-01.25-1.75060,T38_금캡,0,0,0,0,219,0
P1125V-01.25-1.75070,T38_금캡,0,0,0,0,294,0
P1125V-01.25-1.75080,T38_금캡,0,0,0,0,100,0
P1125V-01.25-1.75090,T38_금캡,0,0,0,0,100,0
P1125V-01.25-1.75100,T38_금캡,0,0,0,0,623,0
P1125V-01.25-1.75110,T38_금캡,0,0,0,0,94,0
P1125V-01.25-1.75120,T38_금캡,0,0,0,0,162,0
P1125V-01.25-1.75150,T38_금캡,0,0,0,0,624,0
P1125V-01.25-1.75160,T38_금캡,0,0,0,0,507,0
P1125V-01.25-1.75170,T38_금캡,0,0,0,0,400,0
P1125V-01.25-1.75180,T38_금캡,0,0,0,0,700,0
P1125V-01.25-2.25010,T38_금캡,0,0,0,0,468,0
P1125V-01.25-2.25020,T38_금캡,0,0,0,0,431,0
P1125V-01.25-2.25030,T38_금캡,0,0,0,0,100,0
P1125V-01.25-2.25050,T38_금캡,0,0,0,0,197,0
P1125V-01.25-2.25080,T38_금캡,0,0,0,0,100,0
P1125V-01.25-2.25090,T38_금캡,0,0,0,0,252,0
P1125V-01.25-2.25100,T38_금캡,0,0,0,0,1629,0
P1125V-01.25-2.25120,T38_금캡,0,0,0,0,49,0
P1125V-01.25-2.25140,T38_금캡,0,0,0,0,335,0
P1125V-01.25-2.25150,T38_금캡,0,0,0,0,372,0
P1125V-01.25-2.25160,T38_금캡,0,0,0,0,150,0
P1125V-01.25-2.25170,T38_금캡,0,0,0,0,400,0
P1125V-01.25-2.25180,T38_금캡,0,0,0,0,1130,0
P1125V-01.25-2.75010,T38_금캡,0,0,0,0,300,0
P1125V-01.25-2.75020,T38_금캡,0,0,0,0,30,0
P1125V-01.25-2.75030,T38_금캡,0,0,0,0,62,0
P1125V-01.25-2.75080,T38_금캡,0,0,0,0,69,0
P1125V-01.25-2.75090,T38_금캡,0,0,0,0,880,0
P1125V-01.25-2.75100,T38_금캡,0,0,0,0,430,0
P1125V-01.25-2.75150,T38_금캡,0,0,0,0,231,0
P1125V-01.25-2.75160,T38_금캡,0,0,0,0,50,0
P1125V-01.25-2.75170,T38_금캡,0,0,0,0,300,0
P1125V-01.25-2.75180,T38_금캡,0,0,0,0,500,0
P1125V-01.25-3.25010,T38_금캡,0,0,0,0,304,0
P1125V-01.25-3.25020,T38_금캡,0,0,0,0,22,0
P1125V-01.25-3.25070,T38_금캡,0,0,0,0,182,0
P1125V-01.25-3.25080,T38_금캡,0,0,0,0,293,0
P1125V-01.25-3.25090,T38_금캡,0,0,0,0,153,0
P1125V-01.25-3.25100,T38_금캡,0,0,0,0,456,0
P1125V-01.25-3.25110,T38_금캡,0,0,0,0,190,0
P1125V-01.25-3.25160,T38_금캡,0,0,0,0,728,0
P1125V-01.25-3.25170,T38_금캡,0,0,0,0,1,0
P1125V-01.50-0.75010,T38_금캡,0,0,0,0,250,0
P1125V-01.50-0.75020,T38_금캡,0,0,0,0,200,0
P1125V-01.50-0.75030,T38_금캡,0,0,0,0,150,0
P1125V-01.50-0.75080,T38_금캡,0,0,0,0,200,0
P1125V-01.50-0.75090,T38_금캡,0,0,0,0,200,0
P1125V-01.50-0.75100,T38_금캡,0,0,0,0,1324,0
P1125V-01.50-0.75120,T38_금캡,0,0,0,0,70,0
P1125V-01.50-0.75130,T38_금캡,0,0,0,0,67,0
P1125V-01.50-0.75150,T38_금캡,0,0,0,0,100,0
P1125V-01.50-0.75160,T38_금캡,0,0,0,0,193,0
P1125V-01.50-0.75170,T38_금캡,0,0,0,0,250,0
P1125V-01.50-0.75180,T38_금캡,0,0,0,0,500,0
P1125V-01.50-1.25010,T38_금캡,0,0,0,0,400,0
P1125V-01.50-1.25020,T38_금캡,0,0,0,0,200,0
P1125V-01.50-1.25030,T38_금캡,0,0,0,0,150,0
P1125V-01.50-1.25080,T38_금캡,0,0,0,0,150,0
P1125V-01.50-1.25090,T38_금캡,0,0,0,0,150,0
P1125V-01.50-1.25100,T38_금캡,0,0,0,0,796,0
P1125V-01.50-1.25150,T38_금캡,0,0,0,0,1381,0
P1125V-01.50-1.25160,T38_금캡,0,0,0,0,843,0
P1125V-01.50-1.25170,T38_금캡,0,0,0,0,400,0
P1125V-01.50-1.25180,T38_금캡,0,0,0,0,750,0
P1125V-01.50-1.75010,T38_금캡,0,0,0,0,866,0
P1125V-01.50-1.75020,T38_금캡,0,0,0,0,50,0
P1125V-01.50-1.75030,T38_금캡,0,0,0,0,229,0
P1125V-01.50-1.75040,T38_금캡,0,0,0,0,193,0
P1125V-01.50-1.75050,T38_금캡,0,0,0,0,137,0
P1125V-01.50-1.75070,T38_금캡,0,0,0,0,105,0
P1125V-01.50-1.75080,T38_금캡,0,0,0,0,100,0
P1125V-01.50-1.75090,T38_금캡,0,0,0,0,642,0
P1125V-01.50-1.75100,T38_금캡,0,0,0,0,459,0
P1125V-01.50-1.75110,T38_금캡,0,0,0,0,237,0
P1125V-01.50-1.75120,T38_금캡,0,0,0,0,55,0
P1125V-01.50-1.75130,T38_금캡,0,0,0,0,184,0
P1125V-01.50-1.75140,T38_금캡,0,0,0,0,354,0
P1125V-01.50-1.75150,T38_금캡,0,0,0,0,318,0
P1125V-01.50-1.75160,T38_금캡,0,0,0,0,150,0
P1125V-01.50-1.75170,T38_금캡,0,0,0,0,400,0
P1125V-01.50-1.75180,T38_금캡,0,0,0,0,700,0
P1125V-01.50-2.25010,T38_금캡,0,0,0,0,588,0
P1125V-01.50-2.25020,T38_금캡,0,0,0,0,742,0
P1125V-01.50-2.25030,T38_금캡,0,0,0,0,1484,0
P1125V-01.50-2.25050,T38_금캡,0,0,0,0,78,0
P1125V-01.50-2.25070,T38_금캡,0,0,0,0,182,0
P1125V-01.50-2.25080,T38_금캡,0,0,0,0,125,0
P1125V-01.50-2.25090,T38_금캡,0,0,0,0,100,0
P1125V-01.50-2.25100,T38_금캡,0,0,0,0,815,0
P1125V-01.50-2.25110,T38_금캡,0,0,0,0,134,0
P1125V-01.50-2.25120,T38_금캡,0,0,0,0,240,0
P1125V-01.50-2.25130,T38_금캡,0,0,0,0,133,0
P1125V-01.50-2.25150,T38_금캡,0,0,0,0,429,0
P1125V-01.50-2.25160,T38_금캡,0,0,0,0,150,0
P1125V-01.50-2.25170,T38_금캡,0,0,0,0,400,0
P1125V-01.50-2.25180,T38_금캡,0,0,0,0,1088,0
P1125V-01.50-2.75010,T38_금캡,0,0,0,0,300,0
P1125V-01.50-2.75020,T38_금캡,0,0,0,0,294,0
P1125V-01.50-2.75030,T38_금캡,0,0,0,0,101,0
P1125V-01.50-2.75080,T38_금캡,0,0,0,0,291,0
P1125V-01.50-2.75090,T38_금캡,0,0,0,0,1149,0
P1125V-01.50-2.75100,T38_금캡,0,0,0,0,764,0
P1125V-01.50-2.75110,T38_금캡,0,0,0,0,123,0
P1125V-01.50-2.75150,T38_금캡,0,0,0,0,245,0
P1125V-01.50-2.75160,T38_금캡,0,0,0,0,50,0
P1125V-01.50-2.75170,T38_금캡,0,0,0,0,728,0
P1125V-01.50-2.75180,T38_금캡,0,0,0,0,500,0
P1125V-01.50-3.25030,T38_금캡,0,0,0,0,95,0
P1125V-01.50-3.25080,T38_금캡,0,0,0,0,201,0
P1125V-01.50-3.25090,T38_금캡,0,0,0,0,138,0
P1125V-01.50-3.25100,T38_금캡,0,0,0,0,59,0
P1125V-01.50-3.25110,T38_금캡,0,0,0,0,497,0
P1125V-01.50-3.25150,T38_금캡,0,0,0,0,610,0
P1125V-01.50-3.25160,T38_금캡,0,0,0,0,39,0
P1125V-01.75-0.75010,T38_금캡,0,0,0,0,250,0
P1125V-01.75-0.75020,T38_금캡,0,0,0,0,200,0
P1125V-01.75-0.75030,T38_금캡,0,0,0,0,150,0
P1125V-01.75-0.75040,T38_금캡,0,0,0,0,240,0
P1125V-01.75-0.75080,T38_금캡,0,0,0,0,221,0
P1125V-01.75-0.75090,T38_금캡,0,0,0,0,832,0
P1125V-01.75-0.75100,T38_금캡,0,0,0,0,413,0
P1125V-01.75-0.75150,T38_금캡,0,0,0,0,100,0
P1125V-01.75-0.75160,T38_금캡,0,0,0,0,253,0
P1125V-01.75-0.75170,T38_금캡,0,0,0,0,250,0
P1125V-01.75-0.75180,T38_금캡,0,0,0,0,500,0
P1125V-01.75-1.25010,T38_금캡,0,0,0,0,417,0
P1125V-01.75-1.25020,T38_금캡,0,0,0,0,568,0
P1125V-01.75-1.25030,T38_금캡,0,0,0,0,744,0
P1125V-01.75-1.25060,T38_금캡,0,0,0,0,248,0
P1125V-01.75-1.25080,T38_금캡,0,0,0,0,177,0
P1125V-01.75-1.25090,T38_금캡,0,0,0,0,150,0
P1125V-01.75-1.25100,T38_금캡,0,0,0,0,427,0
P1125V-01.75-1.25150,T38_금캡,0,0,0,0,362,0
P1125V-01.75-1.25160,T38_금캡,0,0,0,0,150,0
P1125V-01.75-1.25170,T38_금캡,0,0,0,0,548,0
P1125V-01.75-1.25180,T38_금캡,0,0,0,0,750,0
P1125V-01.75-1.75010,T38_금캡,0,0,0,0,500,0
P1125V-01.75-1.75020,T38_금캡,0,0,0,0,50,0
P1125V-01.75-1.75030,T38_금캡,0,0,0,0,366,0
P1125V-01.75-1.75070,T38_금캡,0,0,0,0,395,0
P1125V-01.75-1.75080,T38_금캡,0,0,0,0,224,0
P1125V-01.75-1.75090,T38_금캡,0,0,0,0,177,0
P1125V-01.75-1.75100,T38_금캡,0,0,0,0,113,0
P1125V-01.75-1.75110,T38_금캡,0,0,0,0,373,0
P1125V-01.75-1.75120,T38_금캡,0,0,0,0,467,0
P1125V-01.75-1.75130,T38_금캡,0,0,0,0,473,0
P1125V-01.75-1.75140,T38_금캡,0,0,0,0,133,0
P1125V-01.75-1.75150,T38_금캡,0,0,0,0,50,0
P1125V-01.75-1.75160,T38_금캡,0,0,0,0,150,0
P1125V-01.75-1.75170,T38_금캡,0,0,0,0,400,0
P1125V-01.75-1.75180,T38_금캡,0,0,0,0,700,0
P1125V-01.75-2.25010,T38_금캡,0,0,0,0,400,0
P1125V-01.75-2.25020,T38_금캡,0,0,0,0,397,0
P1125V-01.75-2.25030,T38_금캡,0,0,0,0,100,0
P1125V-01.75-2.25040,T38_금캡,0,0,0,0,439,0
P1125V-01.75-2.25060,T38_금캡,0,0,0,0,102,0
P1125V-01.75-2.25080,T38_금캡,0,0,0,0,100,0
P1125V-01.75-2.25090,T38_금캡,0,0,0,0,166,0
P1125V-01.75-2.25100,T38_금캡,0,0,0,0,25,0
P1125V-01.75-2.25120,T38_금캡,0,0,0,0,118,0
P1125V-01.75-2.25150,T38_금캡,0,0,0,0,48,0
P1125V-01.75-2.25160,T38_금캡,0,0,0,0,150,0
P1125V-01.75-2.25170,T38_금캡,0,0,0,0,400,0
P1125V-01.75-2.25180,T38_금캡,0,0,0,0,1305,0
P1125V-01.75-2.75010,T38_금캡,0,0,0,228,300,0
P1125V-01.75-2.75020,T38_금캡,0,0,0,0,30,0
P1125V-01.75-2.75030,T38_금캡,0,0,0,0,180,0
P1125V-01.75-2.75060,T38_금캡,0,0,0,0,110,0
P1125V-01.75-2.75080,T38_금캡,0,0,0,0,50,0
P1125V-01.75-2.75090,T38_금캡,0,0,0,0,73,0
P1125V-01.75-2.75100,T38_금캡,0,0,0,0,541,0
P1125V-01.75-2.75130,T38_금캡,0,0,0,0,144,0
P1125V-01.75-2.75140,T38_금캡,0,0,0,0,350,0
P1125V-01.75-2.75150,T38_금캡,0,0,0,0,46,0
P1125V-01.75-2.75160,T38_금캡,0,0,0,0,50,0
P1125V-01.75-2.75170,T38_금캡,0,0,0,0,300,0
P1125V-01.75-2.75180,T38_금캡,0,0,0,0,500,0
P1125V-01.75-3.25010,T38_금캡,0,0,0,0,655,0
P1125V-01.75-3.25030,T38_금캡,0,0,0,0,332,0
P1125V-01.75-3.25080,T38_금캡,0,0,0,0,531,0
P1125V-01.75-3.25090,T38_금캡,0,0,0,0,153,0
P1125V-01.75-3.25100,T38_금캡,0,0,0,0,336,0
P1125V-01.75-3.25140,T38_금캡,0,0,0,0,360,0
P1125V-01.75-3.25150,T38_금캡,0,0,0,0,25,0
P1125V-01.75-3.25160,T38_금캡,0,0,0,0,79,0
P1125V-01.75-3.25170,T38_금캡,0,0,0,0,403,0
P1125V-01.75-3.25180,T38_금캡,0,0,0,0,72,0
P1125V-02.00-0.75010,T38_금캡,0,0,0,0,250,0
P1125V-02.00-0.75020,T38_금캡,0,0,0,0,200,0
P1125V-02.00-0.75030,T38_금캡,0,0,0,0,150,0
P1125V-02.00-0.75080,T38_금캡,0,0,0,0,150,0
P1125V-02.00-0.75090,T38_금캡,0,0,0,0,150,0
P1125V-02.00-0.75100,T38_금캡,0,0,0,0,100,0
P1125V-02.00-0.75120,T38_금캡,0,0,0,0,48,0
P1125V-02.00-0.75150,T38_금캡,0,0,0,0,100,0
P1125V-02.00-0.75160,T38_금캡,0,0,0,0,646,0
P1125V-02.00-0.75170,T38_금캡,0,0,0,0,250,0
P1125V-02.00-0.75180,T38_금캡,0,0,0,0,500,0
P1125V-02.00-1.25010,T38_금캡,0,0,0,0,400,0
P1125V-02.00-1.25020,T38_금캡,0,0,0,0,200,0
P1125V-02.00-1.25030,T38_금캡,0,0,0,0,628,0
P1125V-02.00-1.25040,T38_금캡,0,0,0,0,279,0
P1125V-02.00-1.25050,T38_금캡,0,0,0,0,331,0
P1125V-02.00-1.25060,T38_금캡,0,0,0,0,497,0
P1125V-02.00-1.25080,T38_금캡,0,0,0,0,1116,0
P1125V-02.00-1.25090,T38_금캡,0,0,0,0,455,0
P1125V-02.00-1.25100,T38_금캡,0,0,0,0,774,0
P1125V-02.00-1.25150,T38_금캡,0,0,0,0,116,0
P1125V-02.00-1.25160,T38_금캡,0,0,0,0,157,0
P1125V-02.00-1.25170,T38_금캡,0,0,0,0,404,0
P1125V-02.00-1.25180,T38_금캡,0,0,0,0,892,0
P1125V-02.00-1.75010,T38_금캡,0,0,0,0,500,0
P1125V-02.00-1.75020,T38_금캡,0,0,0,0,529,0
P1125V-02.00-1.75030,T38_금캡,0,0,0,0,59,0
P1125V-02.00-1.75050,T38_금캡,0,0,0,0,54,0
P1125V-02.00-1.75080,T38_금캡,0,0,0,0,257,0
P1125V-02.00-1.75090,T38_금캡,0,0,0,0,313,0
P1125V-02.00-1.75100,T38_금캡,0,0,0,0,256,0
P1125V-02.00-1.75110,T38_금캡,0,0,0,0,165,0
P1125V-02.00-1.75130,T38_금캡,0,0,0,0,250,0
P1125V-02.00-1.75140,T38_금캡,0,0,0,0,145,0
P1125V-02.00-1.75150,T38_금캡,0,0,0,0,336,0
P1125V-02.00-1.75160,T38_금캡,0,0,0,0,150,0
P1125V-02.00-1.75170,T38_금캡,0,0,0,0,400,0
P1125V-02.00-1.75180,T38_금캡,0,0,0,0,700,0
P1125V-02.00-2.25010,T38_금캡,0,0,0,0,870,0
P1125V-02.00-2.25020,T38_금캡,0,0,0,0,50,0
P1125V-02.00-2.25030,T38_금캡,0,0,0,0,822,0
P1125V-02.00-2.25080,T38_금캡,0,0,0,0,100,0
P1125V-02.00-2.25090,T38_금캡,0,0,0,0,435,0
P1125V-02.00-2.25100,T38_금캡,0,0,0,0,25,0
P1125V-02.00-2.25110,T38_금캡,0,0,0,0,76,0
P1125V-02.00-2.25150,T38_금캡,0,0,0,0,25,0
P1125V-02.00-2.25160,T38_금캡,0,0,0,0,316,0
P1125V-02.00-2.25170,T38_금캡,0,0,0,0,575,0
P1125V-02.00-2.25180,T38_금캡,0,0,0,0,1727,0
P1125V-02.00-2.75010,T38_금캡,0,0,0,0,300,0
P1125V-02.00-2.75020,T38_금캡,0,0,0,0,200,0
P1125V-02.00-2.75030,T38_금캡,0,0,0,0,50,0
P1125V-02.00-2.75080,T38_금캡,0,0,0,0,520,0
P1125V-02.00-2.75090,T38_금캡,0,0,0,0,1465,0
P1125V-02.00-2.75100,T38_금캡,0,0,0,0,1286,0
P1125V-02.00-2.75150,T38_금캡,0,0,0,0,570,0
P1125V-02.00-2.75160,T38_금캡,0,0,0,0,296,0
P1125V-02.00-2.75170,T38_금캡,0,0,0,0,300,0
P1125V-02.00-2.75180,T38_금캡,0,0,0,0,500,0
P1125V-02.00-3.25020,T38_금캡,0,0,0,0,276,0
P1125V-02.00-3.25030,T38_금캡,0,0,0,0,262,0
P1125V-02.00-3.25090,T38_금캡,0,0,0,0,216,0
P1125V-02.00-3.25100,T38_금캡,0,0,0,0,14,0
P1125V-02.00-3.25110,T38_금캡,0,0,0,0,381,0
P1125V-02.00-3.25150,T38_금캡,0,0,0,0,171,0
P1125V-02.00-3.25160,T38_금캡,0,0,0,0,14,0
P1125V-02.25-0.75010,T38_금캡,0,0,0,0,250,0
P1125V-02.25-0.75020,T38_금캡,0,0,0,0,200,0
P1125V-02.25-0.75030,T38_금캡,0,0,0,0,150,0
P1125V-02.25-0.75040,T38_금캡,0,0,0,0,299,0
P1125V-02.25-0.75050,T38_금캡,0,0,0,0,652,0
P1125V-02.25-0.75070,T38_금캡,0,0,0,0,326,0
P1125V-02.25-0.75080,T38_금캡,0,0,0,0,170,0
P1125V-02.25-0.75090,T38_금캡,0,0,0,0,150,0
P1125V-02.25-0.75100,T38_금캡,0,0,0,0,140,0
P1125V-02.25-0.75150,T38_금캡,0,0,0,0,100,0
P1125V-02.25-0.75160,T38_금캡,0,0,0,0,182,0
P1125V-02.25-0.75170,T38_금캡,0,0,0,0,250,0
P1125V-02.25-0.75180,T38_금캡,0,0,0,0,500,0
P1125V-02.25-1.25010,T38_금캡,0,0,0,0,400,0
P1125V-02.25-1.25020,T38_금캡,0,0,0,0,200,0
P1125V-02.25-1.25030,T38_금캡,0,0,0,0,418,0
P1125V-02.25-1.25070,T38_금캡,0,0,0,0,721,0
P1125V-02.25-1.25080,T38_금캡,0,0,0,0,1678,0
P1125V-02.25-1.25090,T38_금캡,0,0,0,0,1499,0
P1125V-02.25-1.25100,T38_금캡,0,0,0,0,1503,0
P1125V-02.25-1.25110,T38_금캡,0,0,0,0,298,0
P1125V-02.25-1.25120,T38_금캡,0,0,0,0,94,0
P1125V-02.25-1.25130,T38_금캡,0,0,0,0,49,0
P1125V-02.25-1.25150,T38_금캡,0,0,0,0,100,0
P1125V-02.25-1.25160,T38_금캡,0,0,0,0,150,0
P1125V-02.25-1.25170,T38_금캡,0,0,0,0,400,0
P1125V-02.25-1.25180,T38_금캡,0,0,0,0,750,0
P1125V-02.25-1.75010,T38_금캡,0,0,0,0,500,0
P1125V-02.25-1.75020,T38_금캡,0,0,0,0,50,0
P1125V-02.25-1.75030,T38_금캡,0,0,0,0,1027,0
P1125V-02.25-1.75040,T38_금캡,0,0,0,0,698,0
P1125V-02.25-1.75080,T38_금캡,0,0,0,0,100,0
P1125V-02.25-1.75090,T38_금캡,0,0,0,0,542,0
P1125V-02.25-1.75100,T38_금캡,0,0,0,0,101,0
P1125V-02.25-1.75120,T38_금캡,0,0,0,0,156,0
P1125V-02.25-1.75150,T38_금캡,0,0,0,0,181,0
P1125V-02.25-1.75160,T38_금캡,0,0,0,0,150,0
P1125V-02.25-1.75170,T38_금캡,0,0,0,0,400,0
P1125V-02.25-1.75180,T38_금캡,0,0,0,0,700,0
P1125V-02.25-2.25010,T38_금캡,0,0,0,0,426,0
P1125V-02.25-2.25020,T38_금캡,0,0,0,0,50,0
P1125V-02.25-2.25030,T38_금캡,0,0,0,0,451,0
P1125V-02.25-2.25040,T38_금캡,0,0,0,0,92,0
P1125V-02.25-2.25080,T38_금캡,0,0,0,0,815,0
P1125V-02.25-2.25090,T38_금캡,0,0,0,0,100,0
P1125V-02.25-2.25100,T38_금캡,0,0,0,0,536,0
P1125V-02.25-2.25120,T38_금캡,0,0,0,0,187,0
P1125V-02.25-2.25130,T38_금캡,0,0,0,0,75,0
P1125V-02.25-2.25150,T38_금캡,0,0,0,0,543,0
P1125V-02.25-2.25160,T38_금캡,0,0,0,0,150,0
P1125V-02.25-2.25170,T38_금캡,0,0,0,0,400,0
P1125V-02.25-2.25180,T38_금캡,0,0,0,0,1220,0
P1125V-02.25-2.75010,T38_금캡,0,0,0,0,300,0
P1125V-02.25-2.75020,T38_금캡,0,0,0,0,30,0
P1125V-02.25-2.75030,T38_금캡,0,0,0,0,50,0
P1125V-02.25-2.75080,T38_금캡,0,0,0,0,50,0
P1125V-02.25-2.75090,T38_금캡,0,0,0,0,175,0
P1125V-02.25-2.75100,T38_금캡,0,0,0,0,25,0
P1125V-02.25-2.75140,T38_금캡,0,0,0,0,94,0
P1125V-02.25-2.75150,T38_금캡,0,0,0,0,36,0
P1125V-02.25-2.75160,T38_금캡,0,0,0,0,50,0
P1125V-02.25-2.75170,T38_금캡,0,0,0,0,300,0
P1125V-02.25-2.75180,T38_금캡,0,0,0,0,500,0
P1125V-02.25-3.25010,T38_금캡,0,0,0,0,238,0
P1125V-02.25-3.25020,T38_금캡,0,0,0,0,93,0
P1125V-02.25-3.25030,T38_금캡,0,0,0,0,7,0
P1125V-02.25-3.25080,T38_금캡,0,0,0,0,80,0
P1125V-02.25-3.25090,T38_금캡,0,0,0,0,234,0
P1125V-02.25-3.25100,T38_금캡,0,0,0,0,120,0
P1125V-02.25-3.25150,T38_금캡,0,0,0,0,587,0
P1125V-02.25-3.25170,T38_금캡,0,0,0,0,81,0
P1125V-02.25-3.25180,T38_금캡,0,0,0,0,1124,0
P1125V-02.50-0.75010,T38_금캡,0,0,0,0,250,0
P1125V-02.50-0.75020,T38_금캡,0,0,0,0,403,0
P1125V-02.50-0.75030,T38_금캡,0,0,0,0,504,0
P1125V-02.50-0.75040,T38_금캡,0,0,0,0,873,0
P1125V-02.50-0.75060,T38_금캡,0,0,0,0,109,0
P1125V-02.50-0.75070,T38_금캡,0,0,0,0,595,0
P1125V-02.50-0.75080,T38_금캡,0,0,0,0,150,0
P1125V-02.50-0.75090,T38_금캡,0,0,0,0,150,0
P1125V-02.50-0.75100,T38_금캡,0,0,0,0,100,0
P1125V-02.50-0.75150,T38_금캡,0,0,0,0,100,0
P1125V-02.50-0.75160,T38_금캡,0,0,0,0,430,0
P1125V-02.50-0.75170,T38_금캡,0,0,0,0,250,0
P1125V-02.50-0.75180,T38_금캡,0,0,0,0,500,0
P1125V-02.50-1.25010,T38_금캡,0,0,0,394,853,0
P1125V-02.50-1.25020,T38_금캡,0,0,0,0,200,0
P1125V-02.50-1.25030,T38_금캡,0,0,0,0,620,0
P1125V-02.50-1.25050,T38_금캡,0,0,0,0,329,0
P1125V-02.50-1.25060,T38_금캡,0,0,0,0,618,0
P1125V-02.50-1.25080,T38_금캡,0,0,0,0,625,0
P1125V-02.50-1.25090,T38_금캡,0,0,0,0,982,0
P1125V-02.50-1.25100,T38_금캡,0,0,0,0,100,0
