생산일자,판매코드,판매명,품목코드,제품명,실적수량,수주번호,이니셜,구분
2026-02-25,S181-09.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.00SPC,O2O2 D_Sepia Choco EX,810,202601270001.0,,국내
2026-02-25,S181-09.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.00SPC,O2O2 D_Sepia Choco EX,900,202601270001.0,,국내
2026-02-25,S181-09.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.00SPC,O2O2 D_Sepia Choco EX,"1,710",202601270001.0,,국내
2026-02-25,S181-09.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.00SPC,O2O2 D_Sepia Choco EX,"1,260",202601270001.0,,국내
2026-02-25,S181-09.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.00SPC,O2O2 D_Sepia Choco EX,900,202601270001.0,,국내
2026-02-25,S181-09.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.00SPC,O2O2 D_Sepia Choco EX,990,202601270001.0,,국내
2026-02-25,S181-09.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.00SPC,O2O2 D_Sepia Choco EX,990,202601270001.0,,국내
2026-02-25,S181-09.50,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.50SPC,O2O2 D_Sepia Choco EX,540,202601270001.0,,국내
2026-02-25,S181-09.50,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.50SPC,O2O2 D_Sepia Choco EX,"1,710",202601270001.0,,국내
2026-02-25,S181-09.50,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.50SPC,O2O2 D_Sepia Choco EX,"1,620",202601270001.0,,국내
2026-02-25,S181-09.50,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.50SPC,O2O2 D_Sepia Choco EX,"1,530",202601270001.0,,국내
2026-02-25,S181-09.50,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.50SPC,O2O2 D_Sepia Choco EX,"1,620",202601270001.0,,국내
2026-02-25,S181-09.50,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-09.50SPC,O2O2 D_Sepia Choco EX,"1,710",202601270001.0,,국내
2026-02-25,S181-10.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-10.00SPC,O2O2 D_Sepia Choco EX,"1,260",202601270001.0,,국내
2026-02-25,S181-10.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-10.00SPC,O2O2 D_Sepia Choco EX,"1,170",202601270001.0,,국내
2026-02-25,S181-10.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-10.00SPC,O2O2 D_Sepia Choco EX,720,202601270001.0,,국내
2026-02-25,S181-10.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-10.00SPC,O2O2 D_Sepia Choco EX,630,202601270001.0,,국내
2026-02-25,S181-10.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-10.00SPC,O2O2 D_Sepia Choco EX,990,202601270001.0,,국내
2026-02-25,S181-10.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-10.00SPC,O2O2 D_Sepia Choco EX,"1,710",202601270001.0,,국내
2026-02-25,S181-10.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-10.00SPC,O2O2 D_Sepia Choco EX,"1,350",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-00.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.00ASG,O2O2 D_Ash Gray EX,450,202601270001.0,,국내
2026-02-25,S183-00.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.50ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-00.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.50ASG,O2O2 D_Ash Gray EX,"1,260",202601270001.0,,국내
2026-02-25,S183-00.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.50ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-00.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.50ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-25,S183-00.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.50ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-00.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.50ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-00.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.75ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-00.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.75ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-00.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.75ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-25,S183-00.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.75ASG,O2O2 D_Ash Gray EX,"1,260",202601270001.0,,국내
2026-02-25,S183-00.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.75ASG,O2O2 D_Ash Gray EX,"1,710",202601270001.0,,국내
2026-02-25,S183-00.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-00.75ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,900,202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,"1,710",202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,90,202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,"1,710",202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,720,202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,450,202601270001.0,,국내
2026-02-25,S183-01.00,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.00ASG,O2O2 D_Ash Gray EX,"1,800",202601270001.0,,국내
2026-02-25,S183-01.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.50ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-01.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.50ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-25,S183-01.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.50ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-01.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.50ASG,O2O2 D_Ash Gray EX,630,202601270001.0,,국내
2026-02-25,S183-01.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.50ASG,O2O2 D_Ash Gray EX,"1,800",202601270001.0,,국내
2026-02-25,S183-01.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.50ASG,O2O2 D_Ash Gray EX,"1,890",202601270001.0,,국내
2026-02-25,S183-01.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-01.50ASG,O2O2 D_Ash Gray EX,90,202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,630,202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,90,202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,540,202601270001.0,,국내
2026-02-25,S183-02.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.50ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-02.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.75ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-02.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.75ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-02.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.75ASG,O2O2 D_Ash Gray EX,"1,800",202601270001.0,,국내
2026-02-25,S183-02.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.75ASG,O2O2 D_Ash Gray EX,"1,710",202601270001.0,,국내
2026-02-25,S183-02.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-02.75ASG,O2O2 D_Ash Gray EX,360,202601270001.0,,국내
2026-02-25,S183-03.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.25ASG,O2O2 D_Ash Gray EX,900,202601270001.0,,국내
2026-02-25,S183-03.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.25ASG,O2O2 D_Ash Gray EX,"1,890",202601270001.0,,국내
2026-02-25,S183-03.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.25ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-03.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.25ASG,O2O2 D_Ash Gray EX,"1,800",202601270001.0,,국내
2026-02-25,S183-03.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.25ASG,O2O2 D_Ash Gray EX,"1,890",202601270001.0,,국내
2026-02-25,S183-03.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.25ASG,O2O2 D_Ash Gray EX,900,202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,90,202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,180,202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,"1,800",202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,"1,800",202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,540,202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,630,202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-03.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-03.75ASG,O2O2 D_Ash Gray EX,810,202601270001.0,,국내
2026-02-25,S183-04.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.25ASG,O2O2 D_Ash Gray EX,"1,260",202601270001.0,,국내
2026-02-25,S183-04.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.25ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-04.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.25ASG,O2O2 D_Ash Gray EX,"1,620",202601270001.0,,국내
2026-02-25,S183-04.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.25ASG,O2O2 D_Ash Gray EX,540,202601270001.0,,국내
2026-02-25,S183-04.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.25ASG,O2O2 D_Ash Gray EX,"1,260",202601270001.0,,국내
2026-02-25,S183-04.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.25ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-04.25,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.25ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,"1,260",202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,180,202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,"1,710",202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,90,202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,90,202601270001.0,,국내
2026-02-25,S183-04.75,Clalen O2O2 D_Ash Gray EX_90P,P3407A-04.75ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-06.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-06.50ASG,O2O2 D_Ash Gray EX,180,202601270001.0,,국내
2026-02-25,S183-06.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-06.50ASG,O2O2 D_Ash Gray EX,"1,710",202601270001.0,,국내
2026-02-25,S183-06.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-06.50ASG,O2O2 D_Ash Gray EX,"1,260",202601270001.0,,국내
2026-02-25,S183-06.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-06.50ASG,O2O2 D_Ash Gray EX,"1,350",202601270001.0,,국내
2026-02-25,S183-06.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-06.50ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-06.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-06.50ASG,O2O2 D_Ash Gray EX,"1,530",202601270001.0,,국내
2026-02-25,S183-06.50,Clalen O2O2 D_Ash Gray EX_90P,P3407A-06.50ASG,O2O2 D_Ash Gray EX,"1,440",202601270001.0,,국내
2026-02-26,S181-02.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-02.00SPC,O2O2 D_Sepia Choco EX,270,202601270001.0,,국내
2026-02-26,S181-08.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-08.00SPC,O2O2 D_Sepia Choco EX,360,202601270001.0,,국내
2026-02-26,S181-08.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-08.00SPC,O2O2 D_Sepia Choco EX,"1,440",202601270001.0,,국내
2026-02-26,S181-08.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-08.00SPC,O2O2 D_Sepia Choco EX,"1,890",202601270001.0,,국내
2026-02-26,S181-08.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-08.00SPC,O2O2 D_Sepia Choco EX,360,202601270001.0,,국내
2026-02-26,S181-08.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-08.00SPC,O2O2 D_Sepia Choco EX,"1,440",202601270001.0,,국내
2026-02-26,S181-08.00,Clalen O2O2 D_Sepia Choco EX_90P,P3405A-08.00SPC,O2O2 D_Sepia Choco EX,"1,350",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"1,800",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"1,980",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"1,980",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"2,070",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"1,890",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"1,890",202601270001.0,,국내
2026-02-26,S182-00.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-00.00ASB,O2O2 D_Ash Brown EX,"1,710",202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,"1,620",202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,"1,170",202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,900,202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,720,202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,630,202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,990,202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,810,202601270001.0,,국내
2026-02-26,S182-01.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.00ASB,O2O2 D_Ash Brown EX,450,202601270001.0,,국내
2026-02-26,S182-01.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.25ASB,O2O2 D_Ash Brown EX,270,202601270001.0,,국내
2026-02-26,S182-01.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.25ASB,O2O2 D_Ash Brown EX,540,202601270001.0,,국내
2026-02-26,S182-01.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.25ASB,O2O2 D_Ash Brown EX,"1,350",202601270001.0,,국내
2026-02-26,S182-01.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.25ASB,O2O2 D_Ash Brown EX,"1,260",202601270001.0,,국내
2026-02-26,S182-01.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.25ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
2026-02-26,S182-01.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.25ASB,O2O2 D_Ash Brown EX,990,202601270001.0,,국내
2026-02-26,S182-01.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.25ASB,O2O2 D_Ash Brown EX,"1,170",202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,"1,260",202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,"1,350",202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,"1,080",202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,"1,710",202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,990,202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,900,202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,"1,080",202601270001.0,,국내
2026-02-26,S182-01.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.50ASB,O2O2 D_Ash Brown EX,900,202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,360,202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,270,202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,"1,890",202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,"1,530",202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,630,202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,"1,710",202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,"1,260",202601270001.0,,국내
2026-02-26,S182-01.75,Clalen O2O2 D_Ash Brown EX_90P,P3406A-01.75ASB,O2O2 D_Ash Brown EX,"2,070",202601270001.0,,국내
2026-02-26,S182-02.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.00ASB,O2O2 D_Ash Brown EX,"1,710",202601270001.0,,국내
2026-02-26,S182-02.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.00ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
2026-02-26,S182-02.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.00ASB,O2O2 D_Ash Brown EX,540,202601270001.0,,국내
2026-02-26,S182-02.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.00ASB,O2O2 D_Ash Brown EX,360,202601270001.0,,국내
2026-02-26,S182-02.00,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.00ASB,O2O2 D_Ash Brown EX,270,202601270001.0,,국내
2026-02-26,S182-02.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.25ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
2026-02-26,S182-02.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.25ASB,O2O2 D_Ash Brown EX,"1,620",202601270001.0,,국내
2026-02-26,S182-02.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.25ASB,O2O2 D_Ash Brown EX,90,202601270001.0,,국내
2026-02-26,S182-02.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.25ASB,O2O2 D_Ash Brown EX,540,202601270001.0,,국내
2026-02-26,S182-02.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.25ASB,O2O2 D_Ash Brown EX,"1,710",202601270001.0,,국내
2026-02-26,S182-02.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.25ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
2026-02-26,S182-02.25,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.25ASB,O2O2 D_Ash Brown EX,720,202601270001.0,,국내
2026-02-26,S182-02.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.50ASB,O2O2 D_Ash Brown EX,"1,530",202601270001.0,,국내
2026-02-26,S182-02.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.50ASB,O2O2 D_Ash Brown EX,720,202601270001.0,,국내
2026-02-26,S182-02.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.50ASB,O2O2 D_Ash Brown EX,450,202601270001.0,,국내
2026-02-26,S182-02.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.50ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
2026-02-26,S182-02.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.50ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
2026-02-26,S182-02.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.50ASB,O2O2 D_Ash Brown EX,450,202601270001.0,,국내
2026-02-26,S182-02.50,Clalen O2O2 D_Ash Brown EX_90P,P3406A-02.50ASB,O2O2 D_Ash Brown EX,"1,440",202601270001.0,,국내
